"year","zone","group","destination","measure","value"
"2007-2008","S01001903","All","All","Count",6
"2011-2012","S01001903","All","All","Count",4
"2010-2011","S01001903","All","All","Count",6
"2008-2009","S01001903","All","All","Count",7
"2008-2009","S01001903","All","Positive","Ratio","42.9"
"2009-2010","S01001903","All","Positive","Ratio","44.4"
"2010-2011","S01001903","All","Positive","Ratio","83.3"
"2007-2008","S01001903","All","Positive","Ratio",100
"2011-2012","S01001903","All","Positive","Ratio",75
"2012-2013","S01001903","All","Positive","Ratio","66.7"
"2010-2011","S01001903","All","Other Known","Ratio","16.7"
"2008-2009","S01001903","All","Other Known","Ratio","57.1"
"2009-2010","S01001903","All","Other Known","Ratio","55.6"
"2011-2012","S01001903","All","Other Known","Ratio",25
"2012-2013","S01001903","All","Other Known","Ratio","33.3"
"2007-2008","S01001903","All","Other Known","Ratio",0
"2012-2013","S01001904","All","All","Count",6
"2009-2010","S01001904","All","All","Count",5
"2007-2008","S01001904","All","All","Count",5
"2011-2012","S01001904","All","All","Count",2
"2010-2011","S01001904","All","All","Count",7
"2008-2009","S01001904","All","All","Count",3
"2008-2009","S01001904","All","Positive","Ratio",0
"2009-2010","S01001904","All","Positive","Ratio",80
"2010-2011","S01001904","All","Positive","Ratio","85.7"
"2007-2008","S01001904","All","Positive","Ratio",80
"2011-2012","S01001904","All","Positive","Ratio",100
"2012-2013","S01001904","All","Positive","Ratio","83.3"
"2010-2011","S01001904","All","Other Known","Ratio","14.3"
"2008-2009","S01001904","All","Other Known","Ratio",100
"2009-2010","S01001904","All","Other Known","Ratio",20
"2011-2012","S01001904","All","Other Known","Ratio",0
"2012-2013","S01001904","All","Other Known","Ratio","16.7"
"2007-2008","S01001904","All","Other Known","Ratio",20
"2012-2013","S01001905","All","All","Count",10
"2009-2010","S01001905","All","All","Count",5
"2007-2008","S01001905","All","All","Count",7
"2011-2012","S01001905","All","All","Count",3
"2010-2011","S01001905","All","All","Count",6
"2008-2009","S01001905","All","All","Count",10
"2008-2009","S01001905","All","Positive","Ratio",90
"2009-2010","S01001905","All","Positive","Ratio",100
"2010-2011","S01001905","All","Positive","Ratio",100
"2007-2008","S01001905","All","Positive","Ratio","85.7"
"2011-2012","S01001905","All","Positive","Ratio",100
"2012-2013","S01001905","All","Positive","Ratio",100
"2010-2011","S01001905","All","Other Known","Ratio",0
"2008-2009","S01001905","All","Other Known","Ratio",10
"2009-2010","S01001905","All","Other Known","Ratio",0
"2011-2012","S01001905","All","Other Known","Ratio",0
"2012-2013","S01001905","All","Other Known","Ratio",0
"2007-2008","S01001905","All","Other Known","Ratio","14.3"
"2012-2013","S01001906","All","All","Count",6
"2009-2010","S01001906","All","All","Count",9
"2007-2008","S01001906","All","All","Count",10
"2011-2012","S01001906","All","All","Count",13
"2010-2011","S01001906","All","All","Count",8
"2008-2009","S01001906","All","All","Count",11
"2008-2009","S01001906","All","Positive","Ratio","54.5"
"2009-2010","S01001906","All","Positive","Ratio","44.4"
"2010-2011","S01001906","All","Positive","Ratio","62.5"
"2007-2008","S01001906","All","Positive","Ratio",40
"2011-2012","S01001906","All","Positive","Ratio","92.3"
"2012-2013","S01001906","All","Positive","Ratio","83.3"
"2010-2011","S01001906","All","Other Known","Ratio","37.5"
"2008-2009","S01001906","All","Other Known","Ratio","45.5"
"2009-2010","S01001906","All","Other Known","Ratio","55.6"
"2011-2012","S01001906","All","Other Known","Ratio","7.7"
"2012-2013","S01001906","All","Other Known","Ratio","16.7"
"2007-2008","S01001906","All","Other Known","Ratio",60
"2012-2013","S01001907","All","All","Count",18
"2009-2010","S01001907","All","All","Count",14
"2007-2008","S01001907","All","All","Count",10
"2011-2012","S01001907","All","All","Count",3
"2010-2011","S01001907","All","All","Count",8
"2008-2009","S01001907","All","All","Count",8
"2008-2009","S01001907","All","Positive","Ratio","87.5"
"2009-2010","S01001907","All","Positive","Ratio","85.7"
"2010-2011","S01001907","All","Positive","Ratio",100
"2007-2008","S01001907","All","Positive","Ratio",60
"2011-2012","S01001907","All","Positive","Ratio","66.7"
"2012-2013","S01001907","All","Positive","Ratio","83.3"
"2010-2011","S01001907","All","Other Known","Ratio",0
"2008-2009","S01001907","All","Other Known","Ratio","12.5"
"2009-2010","S01001907","All","Other Known","Ratio","14.3"
"2011-2012","S01001907","All","Other Known","Ratio","33.3"
"2012-2013","S01001907","All","Other Known","Ratio","16.7"
"2007-2008","S01001907","All","Other Known","Ratio",40
"2012-2013","S01001908","All","All","Count",5
"2009-2010","S01001908","All","All","Count",7
"2007-2008","S01001908","All","All","Count",6
"2011-2012","S01001908","All","All","Count",2
"2010-2011","S01001908","All","All","Count",4
"2008-2009","S01001908","All","All","Count",2
"2008-2009","S01001908","All","Positive","Ratio",100
"2009-2010","S01001908","All","Positive","Ratio",100
"2010-2011","S01001908","All","Positive","Ratio",100
"2007-2008","S01001908","All","Positive","Ratio",100
"2011-2012","S01001908","All","Positive","Ratio",100
"2012-2013","S01001908","All","Positive","Ratio",100
"2010-2011","S01001908","All","Other Known","Ratio",0
"2008-2009","S01001908","All","Other Known","Ratio",0
"2009-2010","S01001908","All","Other Known","Ratio",0
"2011-2012","S01001908","All","Other Known","Ratio",0
"2012-2013","S01001908","All","Other Known","Ratio",0
"2007-2008","S01001908","All","Other Known","Ratio",0
"2010-2011","S01001909","All","All","Count",6
"2010-2011","S01001909","All","Positive","Ratio",100
"2010-2011","S01001909","All","Other Known","Ratio",0
"2008-2009","S01001909","All","Positive","Ratio","33.3"
"2008-2009","S01001909","All","All","Count",3
"2008-2009","S01001909","All","Other Known","Ratio","66.7"
"2009-2010","S01001909","All","All","Count",4
"2009-2010","S01001909","All","Other Known","Ratio",50
"2009-2010","S01001909","All","Positive","Ratio",50
"2011-2012","S01001909","All","All","Count",3
"2011-2012","S01001909","All","Positive","Ratio",100
"2011-2012","S01001909","All","Other Known","Ratio",0
"2012-2013","S01001909","All","Positive","Ratio","66.7"
"2012-2013","S01001909","All","All","Count",6
"2012-2013","S01001909","All","Other Known","Ratio","33.3"
"2007-2008","S01001909","All","Other Known","Ratio","33.3"
"2007-2008","S01001909","All","All","Count",3
"2007-2008","S01001909","All","Positive","Ratio","66.7"
"2012-2013","S01001910","All","All","Count",8
"2009-2010","S01001910","All","All","Count",7
"2007-2008","S01001910","All","All","Count",7
"2011-2012","S01001910","All","All","Count",6
"2010-2011","S01001910","All","All","Count",8
"2008-2009","S01001910","All","All","Count",9
"2008-2009","S01001910","All","Positive","Ratio","66.7"
"2009-2010","S01001910","All","Positive","Ratio","85.7"
"2010-2011","S01001910","All","Positive","Ratio","87.5"
"2007-2008","S01001910","All","Positive","Ratio","71.4"
"2011-2012","S01001910","All","Positive","Ratio",100
"2012-2013","S01001910","All","Positive","Ratio",75
"2010-2011","S01001910","All","Other Known","Ratio","12.5"
"2008-2009","S01001910","All","Other Known","Ratio","33.3"
"2009-2010","S01001910","All","Other Known","Ratio","14.3"
"2011-2012","S01001910","All","Other Known","Ratio",0
"2012-2013","S01001910","All","Other Known","Ratio",25
"2007-2008","S01001910","All","Other Known","Ratio","28.6"
"2012-2013","S01001911","All","All","Count",5
"2009-2010","S01001911","All","All","Count",3
"2007-2008","S01001911","All","All","Count",9
"2011-2012","S01001911","All","All","Count",5
"2010-2011","S01001911","All","All","Count",9
"2008-2009","S01001911","All","All","Count",3
"2008-2009","S01001911","All","Positive","Ratio",100
"2009-2010","S01001911","All","Positive","Ratio",100
"2010-2011","S01001911","All","Positive","Ratio",100
"2007-2008","S01001911","All","Positive","Ratio",100
"2011-2012","S01001911","All","Positive","Ratio",100
"2012-2013","S01001911","All","Positive","Ratio",100
"2010-2011","S01001911","All","Other Known","Ratio",0
"2008-2009","S01001911","All","Other Known","Ratio",0
"2009-2010","S01001911","All","Other Known","Ratio",0
"2011-2012","S01001911","All","Other Known","Ratio",0
"2012-2013","S01001911","All","Other Known","Ratio",0
"2007-2008","S01001911","All","Other Known","Ratio",0
"2012-2013","S01001912","All","All","Count",5
"2009-2010","S01001912","All","All","Count",4
"2007-2008","S01001912","All","All","Count",8
"2011-2012","S01001912","All","All","Count",3
"2010-2011","S01001912","All","All","Count",8
"2008-2009","S01001912","All","All","Count",11
"2008-2009","S01001912","All","Positive","Ratio","81.8"
"2009-2010","S01001912","All","Positive","Ratio",100
"2010-2011","S01001912","All","Positive","Ratio",75
"2007-2008","S01001912","All","Positive","Ratio","87.5"
"2011-2012","S01001912","All","Positive","Ratio",100
"2012-2013","S01001912","All","Positive","Ratio",100
"2010-2011","S01001912","All","Other Known","Ratio",25
"2008-2009","S01001912","All","Other Known","Ratio","18.2"
"2009-2010","S01001912","All","Other Known","Ratio",0
"2011-2012","S01001912","All","Other Known","Ratio",0
"2012-2013","S01001912","All","Other Known","Ratio",0
"2007-2008","S01001912","All","Other Known","Ratio","12.5"
"2010-2011","S01001913","All","All","Count",9
"2010-2011","S01001913","All","Positive","Ratio","77.8"
"2010-2011","S01001913","All","Other Known","Ratio","22.2"
"2008-2009","S01001913","All","Positive","Ratio","93.8"
"2008-2009","S01001913","All","All","Count",16
"2008-2009","S01001913","All","Other Known","Ratio","6.3"
"2009-2010","S01001913","All","All","Count",12
"2009-2010","S01001913","All","Other Known","Ratio","8.3"
"2009-2010","S01001913","All","Positive","Ratio","91.7"
"2011-2012","S01001913","All","All","Count",8
"2011-2012","S01001913","All","Positive","Ratio",100
"2011-2012","S01001913","All","Other Known","Ratio",0
"2012-2013","S01001913","All","Positive","Ratio",50
"2012-2013","S01001913","All","All","Count",6
"2012-2013","S01001913","All","Other Known","Ratio",50
"2007-2008","S01001913","All","Other Known","Ratio","11.1"
"2007-2008","S01001913","All","All","Count",9
"2007-2008","S01001913","All","Positive","Ratio","88.9"
"2012-2013","S01001914","All","All","Count",1
"2009-2010","S01001914","All","All","Count",3
"2007-2008","S01001914","All","All","Count",2
"2011-2012","S01001914","All","All","Count",3
"2010-2011","S01001914","All","All","Count",2
"2008-2009","S01001914","All","All","Count",4
"2008-2009","S01001914","All","Positive","Ratio",100
"2009-2010","S01001914","All","Positive","Ratio","66.7"
"2010-2011","S01001914","All","Positive","Ratio",100
"2007-2008","S01001914","All","Positive","Ratio",50
"2011-2012","S01001914","All","Positive","Ratio","66.7"
"2012-2013","S01001914","All","Positive","Ratio",100
"2010-2011","S01001914","All","Other Known","Ratio",0
"2008-2009","S01001914","All","Other Known","Ratio",0
"2009-2010","S01001914","All","Other Known","Ratio","33.3"
"2011-2012","S01001914","All","Other Known","Ratio","33.3"
"2012-2013","S01001914","All","Other Known","Ratio",0
"2007-2008","S01001914","All","Other Known","Ratio",50
"2012-2013","S01001915","All","All","Count",12
"2009-2010","S01001915","All","All","Count",12
"2007-2008","S01001915","All","All","Count",7
"2011-2012","S01001915","All","All","Count",6
"2010-2011","S01001915","All","All","Count",9
"2008-2009","S01001915","All","All","Count",4
"2008-2009","S01001915","All","Positive","Ratio",100
"2009-2010","S01001915","All","Positive","Ratio","91.7"
"2010-2011","S01001915","All","Positive","Ratio",100
"2007-2008","S01001915","All","Positive","Ratio",100
"2011-2012","S01001915","All","Positive","Ratio",100
"2012-2013","S01001915","All","Positive","Ratio",100
"2010-2011","S01001915","All","Other Known","Ratio",0
"2008-2009","S01001915","All","Other Known","Ratio",0
"2009-2010","S01001915","All","Other Known","Ratio","8.3"
"2011-2012","S01001915","All","Other Known","Ratio",0
"2012-2013","S01001915","All","Other Known","Ratio",0
"2007-2008","S01001915","All","Other Known","Ratio",0
"2010-2011","S01001916","All","Other Known","Ratio",0
"2008-2009","S01001916","All","Other Known","Ratio",0
"2009-2010","S01001916","All","Other Known","Ratio",0
"2011-2012","S01001916","All","Other Known","Ratio",0
"2012-2013","S01001916","All","Other Known","Ratio",0
"2007-2008","S01001916","All","Other Known","Ratio",0
"2007-2008","S01001916","All","All","Count",4
"2010-2011","S01001916","All","All","Count",5
"2009-2010","S01001916","All","All","Count",2
"2008-2009","S01001916","All","All","Count",5
"2012-2013","S01001916","All","All","Count",4
"2011-2012","S01001916","All","All","Count",2
"2011-2012","S01001916","All","Positive","Ratio",100
"2012-2013","S01001916","All","Positive","Ratio",100
"2007-2008","S01001916","All","Positive","Ratio",100
"2010-2011","S01001916","All","Positive","Ratio",100
"2008-2009","S01001916","All","Positive","Ratio",100
"2009-2010","S01001916","All","Positive","Ratio",100
"2012-2013","S01001917","All","All","Count",4
"2009-2010","S01001917","All","All","Count",2
"2007-2008","S01001917","All","All","Count",3
"2011-2012","S01001917","All","All","Count",2
"2010-2011","S01001917","All","All","Count",4
"2008-2009","S01001917","All","All","Count",3
"2008-2009","S01001917","All","Positive","Ratio","66.7"
"2009-2010","S01001917","All","Positive","Ratio",100
"2010-2011","S01001917","All","Positive","Ratio",100
"2007-2008","S01001917","All","Positive","Ratio",100
"2011-2012","S01001917","All","Positive","Ratio",100
"2012-2013","S01001917","All","Positive","Ratio",100
"2010-2011","S01001917","All","Other Known","Ratio",0
"2008-2009","S01001917","All","Other Known","Ratio","33.3"
"2009-2010","S01001917","All","Other Known","Ratio",0
"2011-2012","S01001917","All","Other Known","Ratio",0
"2012-2013","S01001917","All","Other Known","Ratio",0
"2007-2008","S01001917","All","Other Known","Ratio",0
"2012-2013","S01001918","All","All","Count",3
"2009-2010","S01001918","All","All","Count",4
"2007-2008","S01001918","All","All","Count",1
"2011-2012","S01001918","All","All","Count",2
"2010-2011","S01001918","All","All","Count",1
"2008-2009","S01001918","All","All","Count",3
"2008-2009","S01001918","All","Positive","Ratio","33.3"
"2009-2010","S01001918","All","Positive","Ratio",100
"2010-2011","S01001918","All","Positive","Ratio",100
"2007-2008","S01001918","All","Positive","Ratio",0
"2011-2012","S01001918","All","Positive","Ratio",0
"2012-2013","S01001918","All","Positive","Ratio",100
"2010-2011","S01001918","All","Other Known","Ratio",0
"2008-2009","S01001918","All","Other Known","Ratio","66.7"
"2009-2010","S01001918","All","Other Known","Ratio",0
"2011-2012","S01001918","All","Other Known","Ratio",100
"2012-2013","S01001918","All","Other Known","Ratio",0
"2007-2008","S01001918","All","Other Known","Ratio",100
"2010-2011","S01001919","All","All","Count",6
"2010-2011","S01001919","All","Positive","Ratio",100
"2010-2011","S01001919","All","Other Known","Ratio",0
"2008-2009","S01001919","All","Positive","Ratio","88.9"
"2008-2009","S01001919","All","All","Count",9
"2008-2009","S01001919","All","Other Known","Ratio","11.1"
"2009-2010","S01001919","All","All","Count",5
"2009-2010","S01001919","All","Other Known","Ratio",20
"2009-2010","S01001919","All","Positive","Ratio",80
"2011-2012","S01001919","All","All","Count",2
"2011-2012","S01001919","All","Positive","Ratio",100
"2011-2012","S01001919","All","Other Known","Ratio",0
"2012-2013","S01001919","All","Positive","Ratio",100
"2012-2013","S01001919","All","All","Count",9
"2012-2013","S01001919","All","Other Known","Ratio",0
